char_giving,treat,amount_pre,amount_lastpre,amount_maxpre,H_number_yearbefore,H_ngifts,H_littleask,H_bigask,H_nyears,H_frequency,H_medinc,H_medinc_mdum,H_Avg_years_ed,H_Avg_years_ed_mdum
0,0,1,1,1,0,1,1,0,2,.5,27720,0,10.723126,0
0,0,1,1,1,0,1,1,0,2,.5,35985,0,13.2656,0
0,0,1,1,1,0,1,1,0,2,.5,40064,0,13.920979,0
0,0,1,1,1,0,1,1,0,2,.5,42831,0,14.012674,0
0,0,1,1,1,0,1,1,0,2,.5,44409,0,13.952495,0
0,0,1,1,1,0,1,1,0,2,.5,47612,0,14.330089,0
0,0,1,1,1,0,1,1,0,2,.5,55647,0,16.528067,0
0,0,1,1,1,0,1,1,0,2,.5,69889,0,17.13802,0
0,0,1,1,1,0,1,1,0,3,.33333334,0,1,0,1
0,0,1,1,1,0,1,1,0,3,.33333334,0,1,0,1
0,0,1,1,1,0,1,1,0,3,.33333334,30585,0,13.339076,0
0,0,1,1,1,0,1,1,0,3,.33333334,31820,0,13.732594,0
0,0,1,1,1,0,1,1,0,3,.33333334,32130,0,12.867777,0
0,0,1,1,1,0,1,1,0,3,.33333334,36973,0,13.082469,0
0,0,1,1,1,0,1,1,0,3,.33333334,37896,0,10.803355,0
0,0,1,1,1,0,1,1,0,3,.33333334,39862,0,15.746429,0
0,0,1,1,1,0,1,1,0,3,.33333334,40322,0,13.110756,0
0,0,1,1,1,0,1,1,0,3,.33333334,41201,0,13.778384,0
0,0,1,1,1,0,1,1,0,3,.33333334,44925,0,13.581788,0
0,0,1,1,1,0,1,1,0,3,.33333334,46475,0,13.498808,0
0,0,1,1,1,0,1,1,0,3,.33333334,51418,0,15.586517,0
0,0,1,1,1,0,1,1,0,3,.33333334,52816,0,14.223892,0
0,0,1,1,1,0,1,1,0,4,.25,0,1,0,1
0,0,1,1,1,0,1,1,0,4,.25,17664,0,15.138248,0
0,0,1,1,1,0,1,1,0,4,.25,20221,0,11.830797,0
0,0,1,1,1,0,1,1,0,4,.25,28472,0,13.690911,0
0,0,1,1,1,0,1,1,0,4,.25,30776,0,14.609675,0
0,0,1,1,1,0,1,1,0,4,.25,31820,0,13.732594,0
0,0,1,1,1,0,1,1,0,4,.25,32130,0,12.867777,0
0,0,1,1,1,0,1,1,0,4,.25,38441,0,14.216355,0
0,0,1,1,1,0,1,1,0,4,.25,39862,0,15.746429,0
0,0,1,1,1,0,1,1,0,4,.25,40412,0,14.225698,0
0,0,1,1,1,0,1,1,0,4,.25,44382,0,16.064608,0
0,0,1,1,1,0,1,1,0,4,.25,45173,0,12.781912,0
0,0,1,1,1,0,1,1,0,4,.25,46475,0,13.498808,0
0,0,1,1,1,0,1,1,0,4,.25,47722,0,14.097417,0
0,0,1,1,1,0,1,1,0,4,.25,56344,0,13.263555,0
0,0,1,1,1,0,1,1,0,4,.25,66284,0,15.556061,0
0,0,1,1,1,0,1,1,0,4,.25,74933,0,14.472701,0
0,0,1,1,1,0,1,1,0,4,.25,84342,0,16.82482,0
0,0,1,1,1,1,1,1,0,1,1,0,1,0,1
0,0,1,1,1,1,1,1,0,1,1,26120,0,12.314607,0
0,0,1,1,1,1,1,1,0,1,1,28563,0,13.069416,0
0,0,1,1,1,1,1,1,0,1,1,33149,0,13.729643,0
0,0,1,1,1,1,1,1,0,1,1,35066,0,13.444569,0
0,0,1,1,1,1,1,1,0,1,1,44409,0,13.952495,0
0,0,1,1,1,1,1,1,0,1,1,58792,0,14.069288,0
0,0,1,1,1,1,1,1,0,1,1,69889,0,17.13802,0
0,0,1,1,1,1,1,1,0,2,.5,27546,0,12.477283,0
0,0,1,1,1,1,1,1,0,2,.5,29994,0,12.947876,0
0,0,1,1,1,1,1,1,0,2,.5,31894,0,13.189487,0
0,0,1,1,1,1,1,1,0,2,.5,34949,0,13.177798,0
0,0,1,1,1,1,1,1,0,2,.5,36973,0,13.082469,0
0,0,1,1,1,1,1,1,0,2,.5,37896,0,10.803355,0
0,0,1,1,1,1,1,1,0,2,.5,39120,0,13.075073,0
0,0,1,1,1,1,1,1,0,2,.5,39362,0,12.52141,0
0,0,1,1,1,1,1,1,0,2,.5,41201,0,13.778384,0
0,0,1,1,1,1,1,1,0,2,.5,42102,0,13.12345,0
0,0,1,1,1,1,1,1,0,2,.5,44925,0,13.581788,0
0,0,1,1,1,1,1,1,0,2,.5,49649,0,13.428349,0
0,0,1,1,1,1,1,1,0,2,.5,50410,0,13.753529,0
0,0,1.5,1.5,1.5,0,1,1,0,3,.33333334,48027,0,13.446349,0
0,0,2,1,1,0,2,1,0,3,.66666669,27097,0,11.919945,0
0,0,2,1,1,0,2,1,0,3,.66666669,34534,0,12.784457,0
0,0,2,1,1,0,2,1,0,3,.66666669,36973,0,13.082469,0
0,0,2,1,1,0,2,1,0,3,.66666669,41435,0,13.180671,0
0,0,2,1,1,0,2,1,0,3,.66666669,48523,0,12.869062,0
0,0,2,1,1,0,2,1,0,3,.66666669,56916,0,14.354232,0
0,0,2,1,1,0,2,1,0,3,.66666669,61047,0,13.424395,0
0,0,2,1,1,0,2,1,0,3,.66666669,63889,0,14.530574,0
0,0,2,1,1,0,2,1,0,4,.5,27523,0,12.383197,0
0,0,2,1,1,0,2,1,0,4,.5,39120,0,13.075073,0
0,0,2,1,1,0,2,1,0,4,.5,50234,0,13.925542,0
0,0,2,1,1,0,2,1,0,4,.5,59198,0,13.890488,0
0,0,2,1,1,0,2,1,0,4,.5,63889,0,14.530574,0
0,0,2,1,1,0,2,1,0,5,.40000001,32593,0,12.883648,0
0,0,2,1,1,0,2,1,0,6,.33333334,31307,0,12.431579,0
0,0,2,1,1,0,2,1,0,7,.2857143,38680,0,12.914792,0
0,0,2,1,1,1,2,1,0,2,1,21168,0,8.9390049,0
0,0,2,1,1,1,2,1,0,2,1,34370,0,13.098083,0
0,0,2,1,1,1,2,1,0,2,1,38257,0,12.713973,0
0,0,2,1,1,1,2,1,0,2,1,52455,0,14.189503,0
0,0,2,1,1,1,2,1,0,3,.66666669,33809,0,13.367801,0
0,0,2,1,1,1,2,1,0,3,.66666669,35744,0,9.6927977,0
0,0,2,1,1,1,2,1,0,3,.66666669,45331,0,14.179585,0
0,0,2,1,1,1,2,1,0,4,.5,40322,0,13.110756,0
0,0,2,1,1,1,2,1,0,6,.33333334,38680,0,12.914792,0
0,0,2,1,1,2,2,1,0,1,2,0,1,0,1
0,0,2,1,1,2,2,1,0,1,2,73385,0,15.264251,0
0,0,2,2,2,0,1,1,0,2,.5,30609,0,12.856805,0
0,0,2,2,2,0,1,1,0,2,.5,58299,0,13.528158,0
0,0,2,2,2,0,1,1,0,3,.33333334,25297,0,10.520167,0
0,0,2,2,2,0,1,1,0,3,.33333334,32186,0,12.770469,0
0,0,2,2,2,0,1,1,0,3,.33333334,36883,0,12.78237,0
0,0,2,2,2,0,1,1,0,3,.33333334,41322,0,10.820187,0
0,0,2,2,2,0,1,1,0,3,.33333334,77059,0,15.487795,0
0,0,2,2,2,0,1,1,0,3,.33333334,97807,0,16.143562,0
0,0,2,2,2,0,1,1,0,4,.25,26361,0,15.384863,0
0,0,2,2,2,0,1,1,0,4,.25,32793,0,13.079332,0
0,0,2,2,2,0,1,1,0,4,.25,36883,0,12.78237,0
0,0,2,2,2,0,1,1,0,4,.25,37775,0,13.71358,0
0,0,2,2,2,0,1,1,0,4,.25,39362,0,12.52141,0
0,0,2,2,2,0,1,1,0,4,.25,43023,0,13.549318,0
0,0,2,2,2,0,1,1,0,4,.25,88133,0,16.015903,0
0,0,2,2,2,1,1,1,0,1,1,0,1,0,1
0,0,2,2,2,1,1,1,0,1,1,26624,0,12.557255,0
0,0,2,2,2,1,1,1,0,1,1,28657,0,13.24835,0
0,0,2,2,2,1,1,1,0,1,1,30609,0,12.856805,0
0,0,2,2,2,1,1,1,0,1,1,35547,0,13.414739,0
0,0,2,2,2,1,1,1,0,1,1,42393,0,13.457259,0
0,0,2,2,2,1,1,1,0,2,.5,31588,0,12.097722,0
0,0,2,2,2,1,1,1,0,2,.5,54089,0,14.22506,0
0,0,2,2,2,1,1,1,0,2,.5,56828,0,14.539744,0
0,0,2,2,2,1,1,1,0,2,.5,65267,0,14.801753,0
0,0,2.5,2.5,2.5,0,1,1,0,4,.25,37103,0,13.53907,0
0,0,2.5,2.5,2.5,1,1,1,0,2,.5,31106,0,13.807026,0
0,0,3,1,1,0,3,1,0,3,1,47093,0,14.383786,0
0,0,3,1,1,0,3,1,0,3,1,47512,0,13.705609,0
0,0,3,1,1,0,3,1,0,4,.75,0,1,0,1
0,0,3,1,1,0,3,1,0,4,.75,32343,0,12.896717,0
0,0,3,1,1,0,3,1,0,4,.75,46463,0,14.781297,0
0,0,3,1,1,0,3,1,0,4,.75,48156,0,14.96884,0
0,0,3,1,1,0,3,1,0,4,.75,52109,0,13.631185,0
0,0,3,1,1,0,3,1,0,5,.60000002,36802,0,12.47376,0
0,0,3,1,1,0,3,1,0,5,.60000002,48156,0,14.96884,0
0,0,3,1,1,1,3,1,0,3,1,0,1,0,1
0,0,3,1,1,1,3,1,0,3,1,48541,0,10.394855,0
0,0,3,1,1,1,3,1,0,4,.75,21551,0,16.538202,0
0,0,3,1,1,1,3,1,0,4,.75,32169,0,12.918251,0
0,0,3,1,1,1,3,1,0,5,.60000002,38470,0,15.103383,0
0,0,3,1,1,2,3,1,0,2,1.5,47093,0,14.383786,0
0,0,3,1,1,3,3,1,0,2,1.5,37890,0,14.236226,0
0,0,3,1,1,3,3,1,0,2,1.5,71147,0,13.419298,0
0,0,3,1,2,0,2,1,0,4,.5,41786,0,11.967155,0
0,0,3,3,3,0,1,1,0,2,.5,23616,0,11.527413,0
0,0,3,3,3,0,1,1,0,2,.5,40901,0,14.399148,0
0,0,3,3,3,0,1,1,0,2,.5,40924,0,12.76217,0
0,0,3,3,3,0,1,1,0,2,.5,68121,0,14.327401,0
0,0,3,3,3,0,1,1,0,3,.33333334,0,1,0,1
0,0,3,3,3,0,1,1,0,3,.33333334,23762,0,13.887968,0
0,0,3,3,3,0,1,1,0,3,.33333334,38215,0,13.175612,0
0,0,3,3,3,0,1,1,0,3,.33333334,41632,0,13.447029,0
0,0,3,3,3,0,1,1,0,3,.33333334,47500,0,12.643156,0
0,0,3,3,3,0,1,1,0,3,.33333334,55845,0,13.256036,0
0,0,3,3,3,0,1,1,0,3,.33333334,57308,0,14.145242,0
0,0,3,3,3,0,1,1,0,3,.33333334,65959,0,14.845689,0
0,0,3,3,3,0,1,1,0,4,.25,19438,0,12.227069,0
0,0,3,3,3,0,1,1,0,4,.25,23762,0,13.887968,0
0,0,3,3,3,0,1,1,0,4,.25,27701,0,12.423724,0
0,0,3,3,3,0,1,1,0,4,.25,33784,0,14.125868,0
0,0,3,3,3,0,1,1,0,4,.25,56364,0,13.773255,0
0,0,3,3,3,0,1,1,0,4,.25,64049,0,14.348887,0
0,0,3,3,3,0,1,1,0,4,.25,82314,0,17.095745,0
0,0,3,3,3,0,1,1,0,4,.25,96677,0,15.689749,0
0,0,3,3,3,1,1,1,0,1,1,34479,0,13.754653,0
0,0,3,3,3,1,1,1,0,2,.5,21281,0,12.907478,0
0,0,3,3,3,1,1,1,0,2,.5,37071,0,13.759974,0
0,0,3.5,2,2,0,2,1,0,4,.5,27131,0,12.28369,0
0,0,3.5,2,2,0,2,1,0,5,.40000001,27131,0,12.28369,0
0,0,4,1,1,0,4,1,0,3,1.3333334,28574,0,12.319234,0
0,0,4,1,1,0,4,1,0,4,1,0,1,0,1
0,0,4,1,1,0,4,1,0,4,1,28574,0,12.319234,0
0,0,4,1,1,0,4,1,0,4,1,44673,0,13.018897,0
0,0,4,1,1,0,4,1,0,5,.80000001,44673,0,13.018897,0
0,0,4,1,1,0,4,1,0,6,.66666669,0,1,0,1
0,0,4,1,1,0,4,1,0,10,.40000001,39552,0,12.360892,0
0,0,4,1,1,0,4,1,0,22,.18181819,63219,0,14.536757,0
0,0,4,1,1,1,4,1,0,3,1.3333334,51858,0,14.712736,0
0,0,4,1,1,1,4,1,0,4,1,61183,0,14.335646,0
0,0,4,1,1,1,4,1,0,6,.66666669,32054,0,13.174534,0
0,0,4,1,1,3,4,1,0,2,2,37176,0,15.073632,0
0,0,4,1,1,3,4,1,0,2,2,45919,0,15.419314,0
0,0,4,1,2,0,3,1,0,5,.60000002,20319,0,11.695719,0
0,0,4,1,2,0,3,1,0,7,.42857143,44518,0,14.149736,0
0,0,4,1,2,0,3,1,0,7,.42857143,65766,0,14.400473,0
0,0,4,1,2,2,3,1,0,3,1,28191,0,13.08178,0
0,0,4,1,3,0,2,1,0,6,.33333334,37969,0,10.962963,0
0,0,4,1,3,0,2,1,0,7,.2857143,37969,0,10.962963,0
0,0,4,1,3,1,2,1,0,3,.66666669,21281,0,12.907478,0
0,0,4,2,2,0,2,1,0,3,.66666669,52800,0,13.661738,0
0,0,4,2,2,0,2,1,0,4,.5,30152,0,10.971934,0
0,0,4,2,2,0,2,1,0,4,.5,48841,0,14.450714,0
0,0,4,2,2,0,2,1,0,6,.33333334,47512,0,13.705609,0
0,0,4,2,2,0,3,1,0,4,.75,35846,0,9.5950031,0
0,0,4,2,2,0,3,1,0,4,.75,37962,0,13.378088,0
0,0,4,2,2,1,2,1,0,2,1,44697,0,13.166629,0
0,0,4,2,2,1,2,1,0,3,.66666669,83636,0,14.828621,0
0,0,4,2,2,1,3,1,0,3,1,35846,0,9.5950031,0
0,0,4,2,2,2,2,1,0,1,2,45866,0,13.203856,0
0,0,4,2,2,2,2,1,0,1,2,51991,0,14.536489,0
0,0,4,4,4,0,1,1,0,2,.5,49054,0,15.702703,0
0,0,4,4,4,0,1,1,0,3,.33333334,40417,0,13.079494,0
0,0,4,4,4,0,1,1,0,4,.25,63889,0,14.530574,0
0,0,4,4,4,1,1,1,0,1,1,49054,0,15.702703,0
0,0,4,4,4,1,1,1,0,2,.5,0,1,0,1
0,0,4,4,4,1,1,1,0,2,.5,55492,0,13.370415,0
0,0,5,1,1,0,5,1,0,7,.71428573,36973,0,13.082469,0
0,0,5,1,1,1,5,1,0,3,1.6666666,19534,0,12.469313,0
0,0,5,1,1,1,5,1,0,3,1.6666666,32689,0,13.290638,0
0,0,5,1,1,1,5,1,0,3,1.6666666,45919,0,15.419314,0
0,0,5,1,1,1,5,1,0,11,.45454547,39552,0,12.360892,0
0,0,5,1,1,2,5,1,0,4,1.25,48541,0,10.394855,0
0,0,5,1,1,3,5,1,0,2,2.5,30208,0,12.217101,0
0,0,5,1,1,5,5,1,0,2,2.5,36650,0,13.050648,0
0,0,5,1,2,0,4,1,0,4,1,28636,0,12.045234,0
0,0,5,1,2,0,4,1,0,6,.66666669,36311,0,13.555245,0
0,0,5,1,2,1,4,1,0,4,1,51350,0,15.228864,0
0,0,5,2,2,2,3,1,0,3,1,50921,0,14.836761,0
0,0,5,2,3,0,2,1,0,3,.66666669,33121,0,13.824114,0
0,0,5,2,3,0,2,1,0,4,.5,0,1,0,1
0,0,5,2,3,0,2,1,0,4,.5,36467,0,13.992005,0
0,0,5,2,3,0,2,1,0,5,.40000001,36467,0,13.992005,0
0,0,5,2,3,1,2,1,0,3,.66666669,0,1,0,1
0,0,5,5,5,0,1,1,0,2,.5,0,1,0,1
0,0,5,5,5,0,1,1,0,2,.5,9904,0,11.579763,0
0,0,5,5,5,0,1,1,0,2,.5,19649,0,11.787956,0
0,0,5,5,5,0,1,1,0,2,.5,21893,0,12.730846,0
0,0,5,5,5,0,1,1,0,2,.5,22470,0,12.421312,0
0,0,5,5,5,0,1,1,0,2,.5,26837,0,12.783664,0
0,0,5,5,5,0,1,1,0,2,.5,30832,0,12.716069,0
0,0,5,5,5,0,1,1,0,2,.5,30995,0,11.232433,0
0,0,5,5,5,0,1,1,0,2,.5,31352,0,13.83268,0
0,0,5,5,5,0,1,1,0,2,.5,31766,0,13.292434,0
0,0,5,5,5,0,1,1,0,2,.5,32085,0,14.657303,0
0,0,5,5,5,0,1,1,0,2,.5,33372,0,13.413693,0
0,0,5,5,5,0,1,1,0,2,.5,37141,0,13.015798,0
0,0,5,5,5,0,1,1,0,2,.5,37423,0,14.680411,0
0,0,5,5,5,0,1,1,0,2,.5,37745,0,13.854604,0
0,0,5,5,5,0,1,1,0,2,.5,39980,0,13.05934,0
0,0,5,5,5,0,1,1,0,2,.5,40024,0,13.167711,0
0,0,5,5,5,0,1,1,0,2,.5,40176,0,14.197398,0
0,0,5,5,5,0,1,1,0,2,.5,40194,0,13.057017,0
0,0,5,5,5,0,1,1,0,2,.5,40305,0,14.196044,0
0,0,5,5,5,0,1,1,0,2,.5,42023,0,14.068911,0
0,0,5,5,5,0,1,1,0,2,.5,43101,0,13.44426,0
0,0,5,5,5,0,1,1,0,2,.5,43225,0,14.198295,0
0,0,5,5,5,0,1,1,0,2,.5,44103,0,14.609568,0
0,0,5,5,5,0,1,1,0,2,.5,46311,0,14.71325,0
0,0,5,5,5,0,1,1,0,2,.5,46882,0,14.492558,0
0,0,5,5,5,0,1,1,0,2,.5,47148,0,12.842342,0
0,0,5,5,5,0,1,1,0,2,.5,49375,0,13.350365,0
0,0,5,5,5,0,1,1,0,2,.5,50510,0,13.593089,0
0,0,5,5,5,0,1,1,0,2,.5,50599,0,13.160622,0
0,0,5,5,5,0,1,1,0,2,.5,50844,0,15.146232,0
0,0,5,5,5,0,1,1,0,2,.5,52623,0,13.947953,0
0,0,5,5,5,0,1,1,0,2,.5,53377,0,15.534187,0
0,0,5,5,5,0,1,1,0,2,.5,53621,0,14.000711,0
0,0,5,5,5,0,1,1,0,2,.5,53730,0,14.837667,0
0,0,5,5,5,0,1,1,0,2,.5,56566,0,14.99476,0
0,0,5,5,5,0,1,1,0,2,.5,57053,0,15.003944,0
0,0,5,5,5,0,1,1,0,2,.5,60390,0,15.439522,0
0,0,5,5,5,0,1,1,0,2,.5,61110,0,14.053205,0
0,0,5,5,5,0,1,1,0,2,.5,69446,0,16.728928,0
0,0,5,5,5,0,1,1,0,2,.5,70832,0,15.60864,0
0,0,5,5,5,0,1,1,0,2,.5,72424,0,16.837301,0
0,0,5,5,5,0,1,1,0,2,.5,78269,0,14.99542,0
0,0,5,5,5,0,1,1,0,2,.5,91283,0,16.831799,0
0,0,5,5,5,0,1,1,0,2,.5,92073,0,15.248459,0
0,0,5,5,5,0,1,1,0,2,.5,114497,0,16.213444,0
0,0,5,5,5,0,1,1,0,3,.33333334,0,1,0,1
0,0,5,5,5,0,1,1,0,3,.33333334,20072,0,12.388,0
0,0,5,5,5,0,1,1,0,3,.33333334,20770,0,11.805353,0
0,0,5,5,5,0,1,1,0,3,.33333334,22491,0,12.555829,0
0,0,5,5,5,0,1,1,0,3,.33333334,23114,0,12.982129,0
0,0,5,5,5,0,1,1,0,3,.33333334,23893,0,9.745141,0
0,0,5,5,5,0,1,1,0,3,.33333334,26271,0,13.212316,0
0,0,5,5,5,0,1,1,0,3,.33333334,27293,0,11.601346,0
0,0,5,5,5,0,1,1,0,3,.33333334,28610,0,13.115911,0
0,0,5,5,5,0,1,1,0,3,.33333334,30802,0,12.014066,0
0,0,5,5,5,0,1,1,0,3,.33333334,30942,0,10.183541,0
0,0,5,5,5,0,1,1,0,3,.33333334,31318,0,13.503011,0
0,0,5,5,5,0,1,1,0,3,.33333334,31348,0,11.899803,0
0,0,5,5,5,0,1,1,0,3,.33333334,31666,0,13.443677,0
0,0,5,5,5,0,1,1,0,3,.33333334,31766,0,13.292434,0
0,0,5,5,5,0,1,1,0,3,.33333334,32085,0,14.657303,0
0,0,5,5,5,0,1,1,0,3,.33333334,32129,0,12.52134,0
0,0,5,5,5,0,1,1,0,3,.33333334,32622,0,11.71559,0
0,0,5,5,5,0,1,1,0,3,.33333334,34051,0,13.127145,0
0,0,5,5,5,0,1,1,0,3,.33333334,34423,0,13.24257,0
0,0,5,5,5,0,1,1,0,3,.33333334,34808,0,13.239095,0
0,0,5,5,5,0,1,1,0,3,.33333334,36157,0,13.782485,0
0,0,5,5,5,0,1,1,0,3,.33333334,36432,0,13.13898,0
0,0,5,5,5,0,1,1,0,3,.33333334,38573,0,13.062031,0
0,0,5,5,5,0,1,1,0,3,.33333334,38977,0,12.535344,0
0,0,5,5,5,0,1,1,0,3,.33333334,40537,0,14.629552,0
0,0,5,5,5,0,1,1,0,3,.33333334,40608,0,13.855711,0
0,0,5,5,5,0,1,1,0,3,.33333334,40705,0,14.009864,0
0,0,5,5,5,0,1,1,0,3,.33333334,41118,0,13.904237,0
0,0,5,5,5,0,1,1,0,3,.33333334,41519,0,12.98712,0
0,0,5,5,5,0,1,1,0,3,.33333334,41753,0,12.669298,0
0,0,5,5,5,0,1,1,0,3,.33333334,41827,0,12.394032,0
0,0,5,5,5,0,1,1,0,3,.33333334,42722,0,13.199195,0
0,0,5,5,5,0,1,1,0,3,.33333334,43349,0,14.506562,0
0,0,5,5,5,0,1,1,0,3,.33333334,44070,0,13.491385,0
0,0,5,5,5,0,1,1,0,3,.33333334,44103,0,14.609568,0
0,0,5,5,5,0,1,1,0,3,.33333334,45620,0,14.022656,0
0,0,5,5,5,0,1,1,0,3,.33333334,47185,0,15.293277,0
0,0,5,5,5,0,1,1,0,3,.33333334,47856,0,14.313189,0
0,0,5,5,5,0,1,1,0,3,.33333334,51244,0,15.757403,0
0,0,5,5,5,0,1,1,0,3,.33333334,51370,0,15.547408,0
0,0,5,5,5,0,1,1,0,3,.33333334,52332,0,14.695967,0
0,0,5,5,5,0,1,1,0,3,.33333334,53377,0,15.534187,0
0,0,5,5,5,0,1,1,0,3,.33333334,56858,0,13.903023,0
0,0,5,5,5,0,1,1,0,3,.33333334,56858,0,13.903023,0
0,0,5,5,5,0,1,1,0,3,.33333334,57929,0,14.15334,0
0,0,5,5,5,0,1,1,0,3,.33333334,58079,0,13.781618,0
0,0,5,5,5,0,1,1,0,3,.33333334,63925,0,14.981013,0
0,0,5,5,5,0,1,1,0,3,.33333334,66983,0,14.453376,0
0,0,5,5,5,0,1,1,0,3,.33333334,68618,0,14.576691,0
0,0,5,5,5,0,1,1,0,3,.33333334,69096,0,14.835309,0
0,0,5,5,5,0,1,1,0,3,.33333334,69835,0,14.006951,0
0,0,5,5,5,0,1,1,0,3,.33333334,70558,0,14.469694,0
0,0,5,5,5,0,1,1,0,3,.33333334,76044,0,16.110159,0
0,0,5,5,5,0,1,1,0,3,.33333334,77634,0,14.695056,0
0,0,5,5,5,0,1,1,0,3,.33333334,80540,0,16.165356,0
0,0,5,5,5,0,1,1,0,3,.33333334,82735,0,14.292035,0
0,0,5,5,5,0,1,1,0,3,.33333334,82796,0,15.554813,0
0,0,5,5,5,0,1,1,0,3,.33333334,87126,0,16.44001,0
0,0,5,5,5,0,1,1,0,4,.25,0,1,0,1
0,0,5,5,5,0,1,1,0,4,.25,0,1,0,1
0,0,5,5,5,0,1,1,0,4,.25,12262,0,12.828616,0
0,0,5,5,5,0,1,1,0,4,.25,20307,0,11.46799,0
0,0,5,5,5,0,1,1,0,4,.25,20770,0,11.805353,0
0,0,5,5,5,0,1,1,0,4,.25,23114,0,12.982129,0
0,0,5,5,5,0,1,1,0,4,.25,26485,0,12.499675,0
0,0,5,5,5,0,1,1,0,4,.25,26561,0,13.131575,0
0,0,5,5,5,0,1,1,0,4,.25,27036,0,15.362848,0
0,0,5,5,5,0,1,1,0,4,.25,27404,0,12.277497,0
0,0,5,5,5,0,1,1,0,4,.25,27699,0,14.324821,0
0,0,5,5,5,0,1,1,0,4,.25,28037,0,12.704238,0
0,0,5,5,5,0,1,1,0,4,.25,28573,0,13.328904,0
0,0,5,5,5,0,1,1,0,4,.25,28610,0,13.115911,0
0,0,5,5,5,0,1,1,0,4,.25,29997,0,12.810651,0
0,0,5,5,5,0,1,1,0,4,.25,30256,0,12.958476,0
0,0,5,5,5,0,1,1,0,4,.25,30472,0,13.817303,0
0,0,5,5,5,0,1,1,0,4,.25,30775,0,12.84824,0
0,0,5,5,5,0,1,1,0,4,.25,31318,0,13.503011,0
0,0,5,5,5,0,1,1,0,4,.25,31664,0,13.045698,0
0,0,5,5,5,0,1,1,0,4,.25,31671,0,12.651262,0
0,0,5,5,5,0,1,1,0,4,.25,31917,0,12.226274,0
0,0,5,5,5,0,1,1,0,4,.25,32231,0,11.581067,0
0,0,5,5,5,0,1,1,0,4,.25,32549,0,12.906983,0
0,0,5,5,5,0,1,1,0,4,.25,33750,0,12.48986,0
0,0,5,5,5,0,1,1,0,4,.25,33765,0,12.602015,0
0,0,5,5,5,0,1,1,0,4,.25,35403,0,12.789731,0
0,0,5,5,5,0,1,1,0,4,.25,36432,0,13.13898,0
0,0,5,5,5,0,1,1,0,4,.25,36532,0,13.192255,0
0,0,5,5,5,0,1,1,0,4,.25,36541,0,13.367915,0
0,0,5,5,5,0,1,1,0,4,.25,38009,0,12.649028,0
0,0,5,5,5,0,1,1,0,4,.25,38337,0,13.497609,0
0,0,5,5,5,0,1,1,0,4,.25,38472,0,12.90176,0
0,0,5,5,5,0,1,1,0,4,.25,38679,0,14.066691,0
0,0,5,5,5,0,1,1,0,4,.25,39267,0,13.36737,0
0,0,5,5,5,0,1,1,0,4,.25,40024,0,13.167711,0
0,0,5,5,5,0,1,1,0,4,.25,41408,0,11.627883,0
0,0,5,5,5,0,1,1,0,4,.25,42070,0,13.511008,0
0,0,5,5,5,0,1,1,0,4,.25,42889,0,12.454968,0
0,0,5,5,5,0,1,1,0,4,.25,42967,0,13.879837,0
0,0,5,5,5,0,1,1,0,4,.25,42967,0,13.879837,0
0,0,5,5,5,0,1,1,0,4,.25,43107,0,12.91923,0
0,0,5,5,5,0,1,1,0,4,.25,44798,0,13.730508,0
0,0,5,5,5,0,1,1,0,4,.25,45484,0,13.745435,0
0,0,5,5,5,0,1,1,0,4,.25,45666,0,13.916667,0
0,0,5,5,5,0,1,1,0,4,.25,46016,0,15.406152,0
0,0,5,5,5,0,1,1,0,4,.25,46061,0,12.054574,0
0,0,5,5,5,0,1,1,0,4,.25,46669,0,13.195965,0
0,0,5,5,5,0,1,1,0,4,.25,47529,0,13.672882,0
0,0,5,5,5,0,1,1,0,4,.25,47905,0,13.465073,0
0,0,5,5,5,0,1,1,0,4,.25,51370,0,15.547408,0
0,0,5,5,5,0,1,1,0,4,.25,51418,0,15.586517,0
0,0,5,5,5,0,1,1,0,4,.25,52466,0,14.562301,0
0,0,5,5,5,0,1,1,0,4,.25,53289,0,14.173085,0
0,0,5,5,5,0,1,1,0,4,.25,53479,0,13.950173,0
0,0,5,5,5,0,1,1,0,4,.25,55121,0,14.520325,0
0,0,5,5,5,0,1,1,0,4,.25,58491,0,14.654672,0
0,0,5,5,5,0,1,1,0,4,.25,60402,0,14.464995,0
0,0,5,5,5,0,1,1,0,4,.25,60555,0,15.489201,0
0,0,5,5,5,0,1,1,0,4,.25,60885,0,14.122374,0
0,0,5,5,5,0,1,1,0,4,.25,62347,0,15.345994,0
0,0,5,5,5,0,1,1,0,4,.25,66983,0,14.453376,0
0,0,5,5,5,0,1,1,0,4,.25,68026,0,14.961095,0
0,0,5,5,5,0,1,1,0,4,.25,68618,0,14.576691,0
0,0,5,5,5,0,1,1,0,4,.25,71089,0,15.639417,0
0,0,5,5,5,0,1,1,0,4,.25,76044,0,16.110159,0
0,0,5,5,5,0,1,1,0,4,.25,76745,0,15.764494,0
0,0,5,5,5,0,1,1,0,4,.25,78114,0,16.410902,0
0,0,5,5,5,0,1,1,0,4,.25,93118,0,15.949883,0
0,0,5,5,5,0,1,1,0,4,.25,97275,0,16.01581,0
0,0,5,5,5,1,1,1,0,1,1,0,1,0,1
0,0,5,5,5,1,1,1,0,1,1,22470,0,12.421312,0
0,0,5,5,5,1,1,1,0,1,1,23576,0,12.932203,0
